Segment	Protein Name	Sequence Accession	Complete Genome	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	Curation Report	
5	NP	CY265222	Yes	1540	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
7	M1,M2	CY265224	Yes	1002	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
8	-N/A-,-N/A-	MH083830	Yes	865	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
4	HA	CY265221	Yes	1752	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
1	PB2	CY265218	Yes	2316	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
6	NA	MH083826	Yes	1433	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
7	-N/A-,-N/A-	MH083828	Yes	1002	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
2	-N/A-	MH083829	Yes	2316	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
2	PB1,PB1-N40	CY265219	Yes	2316	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
5	NP	MH083833	Yes	1540	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
1	PB2	MH083831	Yes	2316	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
3	PA,PA-X	MH083827	Yes	2208	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
6	NA	CY265223	Yes	1433	H1N1	11/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/28/2017	Pass	
1	PB2	CY264382	Yes	2316	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
7	M1,M2	CY264388	Yes	1002	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
6	NA	CY264387	Yes	1441	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
8	NS1,NS2	CY264389	Yes	865	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
6	NA	MH082599	Yes	1441	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
7	-N/A-,-N/A-	MH082597	Yes	1002	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
8	-N/A-,-N/A-	MH082595	Yes	865	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY264384	Yes	2208	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
1	PB2	MH082594	Yes	2316	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
2	-N/A-,-N/A-	MH082596	Yes	2316	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
3	PA,PA-X	MH082598	Yes	2208	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
5	NP	CY264386	Yes	1542	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
4	HA	CY264385	Yes	1737	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY264383	Yes	2316	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
4	HA	MH082593	Yes	1737	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
5	NP	MH082592	Yes	1542	H3N2	11/27/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/29/2017	Pass	
8	NS1,NS2	MG974726	Yes	865	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
6	NA	MG831064	Yes	1441	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
4	HA	MG974722	Yes	1737	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
2	PB1,PB1-F2,PB1-N40	MG974720	Yes	2316	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
1	PB2	MG974719	Yes	2316	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
8	NS1,NS2	MG831062	Yes	865	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
6	NA	MG974724	Yes	1441	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
4	HA	MG831066	Yes	1737	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
2	PB1,PB1-F2,PB1-N40	MG831068	Yes	2316	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
7	M1,M2	MG974725	Yes	1002	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
5	NP	MG974723	Yes	1542	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	MG974721	Yes	2209	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	MG831067	Yes	2209	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
5	NP	MG831065	Yes	1542	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
1	PB2	MG831069	Yes	2316	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
7	M1,M2	MG831063	Yes	1002	H3N2	12/16/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/30/2017	Pass	
8	-N/A-,-N/A-	MH082600	Yes	865	H3N2	12/25/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/31/2017	Pass	
2	-N/A-,-N/A-	MH082606	Yes	2316	H3N2	12/25/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/31/2017	Pass	
1	PB2	MH082607	Yes	2316	H3N2	12/25/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/31/2017	Pass	
3	PA,PA-X	MH082605	Yes	2209	H3N2	12/25/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/31/2017	Pass	
5	NP	MH082603	Yes	1542	H3N2	12/25/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/31/2017	Pass	
7	-N/A-,-N/A-	MH082601	Yes	1002	H3N2	12/25/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/31/2017	Pass	
6	NA	MH082602	Yes	1441	H3N2	12/25/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/31/2017	Pass	
4	HA	MH082604	Yes	1737	H3N2	12/25/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/31/2017	Pass	
2	-N/A-,-N/A-	MH082614	Yes	2316	H3N2	12/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/32/2017	Pass	
4	HA	MH082612	Yes	1737	H3N2	12/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/32/2017	Pass	
8	-N/A-,-N/A-	MH082608	Yes	865	H3N2	12/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/32/2017	Pass	
3	PA,PA-X	MH082613	Yes	2209	H3N2	12/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/32/2017	Pass	
5	NP	MH082611	Yes	1542	H3N2	12/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/32/2017	Pass	
1	PB2	MH082615	Yes	2316	H3N2	12/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/32/2017	Pass	
6	NA	MH082610	Yes	1441	H3N2	12/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/32/2017	Pass	
7	-N/A-,-N/A-	MH082609	Yes	1002	H3N2	12/26/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/32/2017	Pass	
2	-N/A-	MH083835	Yes	2316	H1N1	12/28/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/33/2017	Pass	
7	-N/A-,-N/A-	MH083840	Yes	1002	H1N1	12/28/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/33/2017	Pass	
8	-N/A-,-N/A-	MH083841	Yes	865	H1N1	12/28/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/33/2017	Pass	
5	NP	MH083838	Yes	1540	H1N1	12/28/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/33/2017	Pass	
3	PA,PA-X	MH083836	Yes	2208	H1N1	12/28/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/33/2017	Pass	
1	PB2	MH083834	Yes	2316	H1N1	12/28/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/33/2017	Pass	
4	HA	MH083837	Yes	1752	H1N1	12/28/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/33/2017	Pass	
6	NA	MH083839	Yes	1433	H1N1	12/28/2017	IRD:Human	USA	New Hampshire	17-18	A/New Hampshire/33/2017	Pass	
3	PA,PA-X	MH083844	Yes	2208	H1N1	01/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/01/2018	Pass	
5	NP	MH083846	Yes	1540	H1N1	01/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/01/2018	Pass	
7	-N/A-,-N/A-	MH083848	Yes	1002	H1N1	01/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/01/2018	Pass	
6	NA	MH083847	Yes	1433	H1N1	01/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/01/2018	Pass	
8	-N/A-,-N/A-	MH083849	Yes	865	H1N1	01/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/01/2018	Pass	
1	PB2	MH083842	Yes	2316	H1N1	01/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/01/2018	Pass	
2	-N/A-	MH083843	Yes	2316	H1N1	01/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/01/2018	Pass	
4	HA	MH083845	Yes	1752	H1N1	01/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/01/2018	Pass	
6	NA	MH083855	Yes	1433	H1N1	01/06/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/02/2018	Pass	
4	HA	MH083853	Yes	1752	H1N1	01/06/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/02/2018	Pass	
2	-N/A-	MH083851	Yes	2316	H1N1	01/06/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/02/2018	Pass	
7	-N/A-,-N/A-	MH083856	Yes	1002	H1N1	01/06/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/02/2018	Pass	
1	PB2	MH083850	Yes	2316	H1N1	01/06/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/02/2018	Pass	
5	NP	MH083854	Yes	1540	H1N1	01/06/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/02/2018	Pass	
3	PA,PA-X	MH083852	Yes	2208	H1N1	01/06/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/02/2018	Pass	
8	-N/A-,-N/A-	MH083857	Yes	865	H1N1	01/06/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/02/2018	Pass	
3	PA,PA-X	MH845985	Yes	2208	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
5	NP	MH082619	Yes	1542	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
5	NP	MH845991	Yes	1542	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
7	-N/A-,-N/A-	MH082617	Yes	1002	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
4	HA	MH082620	Yes	1737	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
1	PB2	MH082623	Yes	2316	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
3	PA,PA-X	MH082621	Yes	2208	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
7	-N/A-,-N/A-	MH845986	Yes	1002	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
2	-N/A-,-N/A-	MH845987	Yes	2316	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
8	-N/A-,-N/A-	MH845988	Yes	865	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
1	PB2	MH845989	Yes	2316	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
4	HA	MH845990	Yes	1737	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
8	-N/A-,-N/A-	MH082616	Yes	865	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
2	-N/A-,-N/A-	MH082622	Yes	2316	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
6	NA	MH082618	Yes	1441	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
6	NA	MH845984	Yes	1441	H3N2	01/07/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/03/2018	Pass	
2	-N/A-,-N/A-	MH082630	Yes	2316	H3N2	01/08/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/04/2018	Pass	
4	HA	MH082628	Yes	1737	H3N2	01/08/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/04/2018	Pass	
6	NA	MH082626	Yes	1441	H3N2	01/08/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/04/2018	Pass	
7	-N/A-,-N/A-	MH082625	Yes	1002	H3N2	01/08/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/04/2018	Pass	
8	-N/A-,-N/A-	MH082624	Yes	865	H3N2	01/08/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/04/2018	Pass	
1	PB2	MH082631	Yes	2316	H3N2	01/08/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/04/2018	Pass	
5	NP	MH082627	Yes	1542	H3N2	01/08/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/04/2018	Pass	
3	PA,PA-X	MH082629	Yes	2209	H3N2	01/08/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/04/2018	Pass	
2	-N/A-,-N/A-	MH127044	Yes	2316	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/07/2018	Pass	
4	HA	MH127041	Yes	1737	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/07/2018	Pass	
7	-N/A-,-N/A-	MH127038	Yes	1002	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/07/2018	Pass	
6	NA	MH127039	Yes	1441	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/07/2018	Pass	
8	-N/A-,-N/A-	MH127037	Yes	865	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/07/2018	Pass	
5	NP	MH127040	Yes	1542	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/07/2018	Pass	
1	PB2	MH127043	Yes	2316	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/07/2018	Pass	
3	PA,PA-X	MH127042	Yes	2209	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/07/2018	Pass	
6	NA	MH307116	Yes	1441	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
7	-N/A-,-N/A-	MH307118	Yes	1002	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
8	-N/A-,-N/A-	MH307120	Yes	865	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
4	HA	MH307122	Yes	1737	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
2	-N/A-,-N/A-	MH586226	Yes	2316	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
4	HA	MH586228	Yes	1737	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
6	NA	MH586230	Yes	1441	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
7	-N/A-,-N/A-	MH586231	Yes	1002	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
3	PA,PA-X	MH307117	Yes	2209	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
2	-N/A-,-N/A-	MH307119	Yes	2316	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
1	PB2	MH307121	Yes	2316	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
5	NP	MH307123	Yes	1541	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
1	PB2	MH586225	Yes	2316	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
3	PA,PA-X	MH586227	Yes	2209	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
5	NP	MH586229	Yes	1541	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
8	-N/A-,-N/A-	MH586232	Yes	865	H3N2	01/26/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/09/2018	Pass	
5	NP	MH183830	Yes	1540	H1N1	02/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/11/2018	Pass	
3	PA,PA-X	MH183828	Yes	2209	H1N1	02/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/11/2018	Pass	
8	-N/A-,-N/A-	MH183833	Yes	865	H1N1	02/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/11/2018	Pass	
6	NA	MH183831	Yes	1433	H1N1	02/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/11/2018	Pass	
4	HA	MH183829	Yes	1752	H1N1	02/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/11/2018	Pass	
2	-N/A-	MH183827	Yes	2312	H1N1	02/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/11/2018	Pass	
1	PB2	MH183826	Yes	2316	H1N1	02/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/11/2018	Pass	
7	-N/A-,-N/A-	MH183832	Yes	1002	H1N1	02/04/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/11/2018	Pass	
2	-N/A-,-N/A-	MH233453	Yes	2316	H3N2	02/13/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/12/2018	Pass	
8	-N/A-,-N/A-	MH233459	Yes	865	H3N2	02/13/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/12/2018	Pass	
7	-N/A-,-N/A-	MH233458	Yes	1002	H3N2	02/13/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/12/2018	Pass	
5	NP	MH233456	Yes	1542	H3N2	02/13/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/12/2018	Pass	
4	HA	MH233455	Yes	1737	H3N2	02/13/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/12/2018	Pass	
3	PA,PA-X	MH233454	Yes	2208	H3N2	02/13/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/12/2018	Pass	
1	PB2	MH233452	Yes	2316	H3N2	02/13/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/12/2018	Pass	
6	NA	MH233457	Yes	1441	H3N2	02/13/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/12/2018	Pass	
3	PA,PA-X	MK025784	Yes	2208	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
7	-N/A-,-N/A-	MK025777	Yes	1002	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
2	-N/A-	MK025778	Yes	2316	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
8	-N/A-,-N/A-	MK025779	Yes	865	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
4	HA	MH726761	Yes	1752	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
8	-N/A-,-N/A-	MH726763	Yes	865	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
7	-N/A-,-N/A-	MH726765	Yes	1002	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
6	NA	MH726767	Yes	1433	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
1	PB2	MH233633	Yes	2316	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
3	PA,PA-X	MH233635	Yes	2208	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
4	HA	MH233636	Yes	1752	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
6	NA	MH233638	Yes	1433	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
8	-N/A-,-N/A-	MH233640	Yes	865	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
5	NP	MH726760	Yes	1540	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
1	PB2	MH726762	Yes	2316	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
2	-N/A-	MH726764	Yes	2316	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
3	PA,PA-X	MH726766	Yes	2208	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
7	-N/A-,-N/A-	MH845651	Yes	1002	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
3	PA,PA-X	MH845650	Yes	2208	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
2	-N/A-	MH845652	Yes	2316	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
8	-N/A-,-N/A-	MH845653	Yes	865	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
1	PB2	MH845654	Yes	2316	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
4	HA	MH845655	Yes	1752	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
5	NP	MH845656	Yes	1540	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
6	NA	MH845649	Yes	1433	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
2	-N/A-	MH233634	Yes	2316	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
5	NP	MH233637	Yes	1540	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
7	-N/A-,-N/A-	MH233639	Yes	1002	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
1	PB2	MK025780	Yes	2316	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
4	HA	MK025781	Yes	1752	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
5	NP	MK025782	Yes	1540	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
6	NA	MK025783	Yes	1433	H1N1	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/13/2018	Pass	
2	-N/A-,-N/A-	MH233461	Yes	2316	H3N2	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/14/2018	Pass	
7	-N/A-,-N/A-	MH233466	Yes	1002	H3N2	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/14/2018	Pass	
5	NP	MH233464	Yes	1542	H3N2	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/14/2018	Pass	
3	PA,PA-X	MH233462	Yes	2209	H3N2	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/14/2018	Pass	
8	-N/A-,-N/A-	MH233467	Yes	865	H3N2	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/14/2018	Pass	
6	NA	MH233465	Yes	1441	H3N2	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/14/2018	Pass	
4	HA	MH233463	Yes	1737	H3N2	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/14/2018	Pass	
1	PB2	MH233460	Yes	2316	H3N2	02/18/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/14/2018	Pass	
8	-N/A-,-N/A-	MH305912	Yes	865	H1N1	03/09/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/18/2018	Pass	
6	NA	MH305910	Yes	1433	H1N1	03/09/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/18/2018	Pass	
7	-N/A-,-N/A-	MH305911	Yes	1002	H1N1	03/09/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/18/2018	Pass	
2	-N/A-	MH305906	Yes	2316	H1N1	03/09/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/18/2018	Pass	
4	HA	MH305908	Yes	1752	H1N1	03/09/2018	IRD:Human	USA	New Jersey	17-18	A/New Jersey/18/2018	Pass	
