Strain Name	Complete Genome	Subtype	Collection Date	Host	Country	State/Province	Geographic Grouping	Flu Season	Submission Date	Passage History	Specimen Source Health Status	1 PB1	2 PB2	3 PA	4 HA	5 NP	6 NA	7 MP	8 NS	Age	Gender	M2 31N	M2 26F	M2 27A	M2 30T	M2 34E	NA 275Y N1	NA 292K N2	NA 119V N2	NA 294S N2	PB1-F2 66S	PB2 E627K	PB2 D701N	PB2 A199S	PB2 A661T	PB2 V667I	PB2 K702R	PA S409N	NP L136M	M2 A16G	M2 C55F	NS1 T92E	RERRRKKR	Sensitive Drug	Resistant Drug	Submission Date	NCBI Taxon ID	pH1N1-like	US Swine H1 Clade	Global Swine H1 Clade test	H5 Clade	
B/Montana/11/2018	Yes	-N/A-	02/21/2018	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH583598	MH583597	MH583599	MH583600	MH583601	MH583602	MH583603	MH583604	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/12/2018	Yes	-N/A-	02/26/2018	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH585476	MH585475	MH585477	MH585478	MH585479	MH585480	MH585481	MH585482	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/13/2018	Yes	-N/A-	02/27/2018	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH585484	MH585483	MH585485	MH585486	MH585487	MH585488	MH585490	MH585489	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/14/2018	Yes	-N/A-	02/28/2018	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH585492	MH585491	MH585493	MH585494	MH585495	MH585496	MH585497	MH585498	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/15/2018	Yes	-N/A-	03/07/2018	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH585500	MH585499	MH585501	MH585502	MH585503	MH585504	MH585505	MH585506	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/16/2018	Yes	-N/A-	03/11/2018	Human	USA	Montana	North America	17-18	2018-05-23	Original	-N/A-	MH363339	MH363338	MH363332	MH363333	MH363334	MH363335	MH363336	MH363337	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	05/23/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/17/2017	Yes	-N/A-	10/03/2017	Human	USA	Montana	North America	17-18	2017-11-01	 Original	-N/A-	CY250288	CY250289	CY250290	CY250291	CY250292	CY250293	CY250294	CY250295	80	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	11/01/2017	2051432	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/17/2018	Yes	-N/A-	03/14/2018	Human	USA	Montana	North America	17-18	2018-05-23	Original	-N/A-	MH363345	MH363344	MH363346	MH363347	MH363340	MH363341	MH363342	MH363343	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	05/23/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/18/2017	Yes	-N/A-	10/04/2017	Human	USA	Montana	North America	17-18	2017-11-01	 Original	-N/A-	CY250280	CY250281	CY250282	CY250283	CY250284	CY250285	CY250286	CY250287	49	M	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	11/01/2017	2051433	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/18/2018	Yes	-N/A-	03/15/2018	Human	USA	Montana	North America	17-18	2018-05-23	Original	-N/A-	MH363349	MH363348	MH363350	MH363351	MH363352	MH363353	MH363354	MH363355	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	05/23/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/19/2017	Yes	-N/A-	11/05/2017	Human	USA	Montana	North America	17-18	2018-07-12	C1 (2017-12-04)	-N/A-	MH581881,MH131029,CY262437	MH581879,MH131027,CY262438	MH581877,MH131025,CY262439	MH581882,MH131030,CY262440	MH581883,MH131031,CY262441	MH581876,MH131024,CY262442	MH581878,MH131026,CY262443	MH581880,MH131028,CY262444	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Inconsistent	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/19/2018	Yes	-N/A-	03/19/2018	Human	USA	Montana	North America	17-18	2018-05-23	Original	-N/A-	MH363361	MH363360	MH363356	MH363357	MH363358	MH363359	MH363362	MH363363	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	05/23/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/20/2017	Yes	-N/A-	11/05/2017	Human	USA	Montana	North America	17-18	2017-12-22	 Original	-N/A-	CY262445	CY262446	CY262447	CY262448	CY262449	CY262450	CY262451	CY262452	14	M	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	12/22/2017	2066377	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/20/2018	Yes	-N/A-	03/23/2018	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH584643	MH584644	MH584642	MH584641	MH584640	MH584639	MH584638	MH584637	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/21/2017	Yes	-N/A-	11/05/2017	Human	USA	Montana	North America	17-18	2017-12-22	 Original	-N/A-	CY262453	CY262454	CY262455	CY262456	CY262457	CY262458	CY262459	CY262460	85	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	12/22/2017	2066378	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/21/2018	Yes	-N/A-	03/25/2018	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH584645	MH584652	MH584651	MH584650	MH584649	MH584648	MH584647	MH584646	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/22/2017	Yes	-N/A-	11/17/2017	Human	USA	Montana	North America	17-18	2017-12-22	 Original	-N/A-	MH081331,CY262669	MH081329,CY262670	MH081327,CY262671	MH081332,CY262672	CY262673,MH081333	MH081326,CY262674	MH081328,CY262675	MH081330,CY262676	44	M	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Inconsistent	2066379	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/22/2018	Yes	-N/A-	03/28/2018	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH584659	MH584660	MH584658	MH584657	MH584656	MH584655	MH584654	MH584653	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/23/2017	Yes	-N/A-	11/21/2017	Human	USA	Montana	North America	17-18	2017-12-22	 Original	-N/A-	CY262677	CY262678	CY262679	CY262680	CY262681	CY262682	CY262683	CY262684	65	M	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	12/22/2017	2066380	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/23/2018	Yes	-N/A-	03/31/2018	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH584667	MH584668	MH584666	MH584665	MH584661	MH584664	MH584663	MH584662	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/24/2017	Yes	-N/A-	11/22/2017	Human	USA	Montana	North America	17-18	2017-12-22	 Original	-N/A-	MH081339,CY262685	MH081337,CY262686	MH081335,CY262687	MH081340,CY262688	CY262689,MH081341	MH081334,CY262690	MH081336,CY262691	MH081338,CY262692	1	M	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Inconsistent	2066381	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/24/2018	Yes	-N/A-	04/07/2018	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH584675	MH584676	MH584674	MH584673	MH584672	MH584671	MH584670	MH584669	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/25/2017	Yes	-N/A-	11/20/2017	Human	USA	Montana	North America	17-18	2018-01-16	 Original	-N/A-	CY265760	CY265761	CY265762	CY265763	CY265764	CY265765	CY265766	CY265767	42	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	01/16/2018	2072176	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/25/2018	Yes	-N/A-	04/16/2018	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH584683	MH584684	MH584682	MH584681	MH584680	MH584679	MH584678	MH584677	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/26/2017	Yes	-N/A-	12/04/2017	Human	USA	Montana	North America	17-18	2018-01-16	 Original	-N/A-	CY265768	CY265769	CY265770	CY265771	CY265772	CY265773	CY265774	CY265775	69	M	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	01/16/2018	2072177	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/26/2018	Yes	-N/A-	04/16/2018	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH584691	MH584692	MH584690	MH584689	MH584688	MH584687	MH584686	MH584685	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/27/2017	No	-N/A-	12/06/2017	Human	USA	Montana	North America	17-18	2018-01-16	 Original	-N/A-	CY265776	CY265777	CY265778	CY265779	CY265780	CY265781	-N/A-	CY265782	37	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	01/16/2018	2072178	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/27/2018	Yes	-N/A-	04/20/2018	Human	USA	Montana	North America	17-18	2018-07-17	Original	-N/A-	MH606686	MH606685	MH606687	MH606688	MH606689	MH606690	MH606691	MH606692	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/17/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/28/2017	Yes	-N/A-	12/16/2017	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH581885,MH131033,MG830614	MH581884,MH131032,MG830615	MH581886,MH131034,MG830613	MH581887,MH131035,MG830612	MH581888,MG830611,MH131036	MH581889,MH131037,MG830610	MH581890,MH131038,MG830609	MH581891,MH131039,MG830608	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Inconsistent	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/28/2018	Yes	-N/A-	04/29/2018	Human	USA	Montana	North America	17-18	2018-07-17	Original	-N/A-	MH606694	MH606693	MH606695	MH606696	MH606697	MH606698	MH606699	MH606700	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/17/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/29/2017	Yes	-N/A-	12/21/2017	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH581893,MH131041,MG830621	MH581892,MH131040,MG830623	MH581894,MH131042,MG830620	MH581895,MH131043,MG830619	MH581896,MG830618,MH131044	MH581897,MH131045,MG830617	MH581898,MH131046,MG830622	MH581899,MH131047,MG830616	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Inconsistent	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Montana/30/2017	Yes	-N/A-	12/25/2017	Human	USA	Montana	North America	17-18	2018-07-12	Original	-N/A-	MH581901,MH131049,MG830629	MH581900,MH131048,MG830630	MH581902,MH131050,MG830631	MH581903,MH131051,MG830628	MH581904,MG830627,MH131052	MH581905,MH131053,MG830626	MH581906,MH131054,MG830625	MH581907,MH131055,MG830624	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Inconsistent	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nebraska/01/2018	Yes	-N/A-	01/04/2018	Human	USA	Nebraska	North America	17-18	2018-03-24	Original	-N/A-	MH081343	MH081342	MH081344	MH081349	MH081345	MH081346	MH081347	MH081348	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	03/24/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nebraska/03/2018	Yes	-N/A-	01/17/2018	Human	USA	Nebraska	North America	17-18	2018-04-02	Original	-N/A-	MH130494	MH130495	MH130501	MH130500	MH130499	MH130498	MH130497	MH130496	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	04/02/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nebraska/04/2018	Yes	-N/A-	01/29/2018	Human	USA	Nebraska	North America	17-18	2018-04-03	Original	-N/A-	MH136324	MH136326	MH136323	MH136325	MH136329	MH136322	MH136327	MH136328	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	04/03/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nebraska/05/2018	Yes	-N/A-	02/05/2018	Human	USA	Nebraska	North America	17-18	2018-07-12	Original	-N/A-	MH583606	MH583605	MH583607	MH583608	MH583609	MH583610	MH583611	MH583612	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nebraska/06/2018	Yes	-N/A-	02/14/2018	Human	USA	Nebraska	North America	17-18	2018-07-12	Original	-N/A-	MH583620	MH583613	MH583614	MH583615	MH583616	MH583617	MH583618	MH583619	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nebraska/07/2018	Yes	-N/A-	02/15/2018	Human	USA	Nebraska	North America	17-18	2018-07-12	Original	-N/A-	MH583622	MH583621	MH583623	MH583624	MH583625	MH583626	MH583627	MH583628	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nebraska/08/2018	Yes	-N/A-	02/28/2018	Human	USA	Nebraska	North America	17-18	2018-04-29	Original	-N/A-	MH245552	MH245553	MH245551	MH245550	MH245549	MH245548	MH245547	MH245546	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	04/29/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nebraska/09/2017	Yes	-N/A-	11/20/2017	Human	USA	Nebraska	North America	17-18	2017-12-22	 Original	-N/A-	MH081355,CY262629	MH081353,CY262630	MH081351,CY262631	MH081356,CY262632	CY262633,MH081357	MH081350,CY262634	MH081352,CY262635	MH081354,CY262636	65	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Inconsistent	2066382	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nebraska/09/2018	Yes	-N/A-	03/01/2018	Human	USA	Nebraska	North America	17-18	2018-04-29	Original	-N/A-	MH245560	MH245561	MH245559	MH245558	MH245557	MH245556	MH245555	MH245554	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	04/29/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nebraska/10/2017	Yes	-N/A-	12/28/2017	Human	USA	Nebraska	North America	17-18	2018-03-24	Original	-N/A-	MH081358	MH081360	MH081361	MH081359	MH081362	MH081363	MH081364	MH081365	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	03/24/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nebraska/6896/2018	No	-N/A-	01/24/2018	Human	USA	Nebraska	North America	17-18	2018-09-15	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH885125	-N/A-	-N/A-	-N/A-	-N/A-	48	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	09/15/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nevada/12/2017	No	-N/A-	11/12/2017	Human	USA	Nevada	North America	17-18	2018-07-12	C2 (2017-12-26)	-N/A-	-N/A-	-N/A-	-N/A-	MH585079	-N/A-	MH585078	MH585066	MH585077	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/12/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/Nevada/13/2017	Yes	-N/A-	12/03/2017	Human	USA	Nevada	North America	17-18	2018-01-16	 Original	-N/A-	CY265887	CY265888	CY265889	CY265890	CY265891	CY265892	CY265893	CY265894	70	M	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	01/16/2018	2072179	-N/A-	-N/A-	-N/A-	-N/A-	
