Strain Name	Complete Genome	Subtype	Collection Date	Host	Country	State/Province	Geographic Grouping	Flu Season	Submission Date	Passage History	Specimen Source Health Status	1 PB2	2 PB1	3 PA	4 HA	5 NP	6 NA	7 MP	8 NS	Age	Gender	M2 31N	M2 26F	M2 27A	M2 30T	M2 34E	NA 275Y N1	NA 292K N2	NA 119V N2	NA 294S N2	PB1-F2 66S	PB2 E627K	PB2 D701N	PB2 A199S	PB2 A661T	PB2 V667I	PB2 K702R	PA S409N	NP L136M	M2 A16G	M2 C55F	NS1 T92E	RERRRKKR	Sensitive Drug	Resistant Drug	Submission Date	NCBI Taxon ID	pH1N1-like	US Swine H1 Clade	Global Swine H1 Clade test	H5 Clade	
A/Kentucky/24/2018	Yes	H1N1	02/20/2018	Human	USA	Kentucky	North America	17-18	2018-06-12	Original	-N/A-	MH446679	MH446678	MH446676	MH446677	MH446672	MH446675	MH446674	MH446673	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	06/12/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Kentucky/25/2018	Yes	H3N2	02/23/2018	Human	USA	Kentucky	North America	17-18	2018-09-18	S2 (2018-04-30)	-N/A-	MH898255	MH898253	MH898251	MH898256	MH898257	MH898250	MH898252	MH898254	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	09/18/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Kentucky/26/2018	Yes	H1N1	02/26/2018	Human	USA	Kentucky	North America	17-18	2018-06-12	Original	-N/A-	MH446684	MH446687	MH446683	MH446686	MH446682	MH446681	MH446680	MH446685	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	06/12/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Kentucky/27/2017	Yes	H3N2	11/27/2017	Human	USA	Kentucky	North America	17-18	2018-01-02	 Original	-N/A-	CY263133	CY263134	CY263135	CY263136	CY263137	CY263138	CY263139	CY263140	20	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	01/02/2018	2067606	Negative	-N/A-	-N/A-	-N/A-	
A/Kentucky/28/2017	Yes	H3N2	11/29/2017	Human	USA	Kentucky	North America	17-18	2018-01-02	 Original	-N/A-	CY263141	CY263142	CY263143	CY263144	CY263145	CY263146	CY263147	CY263148	1	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	01/02/2018	2067607	Negative	-N/A-	-N/A-	-N/A-	
A/Kentucky/29/2017	Yes	H3N2	12/05/2017	Human	USA	Kentucky	North America	17-18	2018-02-26	S1 (2017-12-18)	-N/A-	MG974468,CY264208	MG974466,CY264209	MG974464,CY264210	MG974469,CY264211	MG974470,CY264212	MG974463,CY264213	MG974465,CY264214	MG974467,CY264215	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Kentucky/30/2017	Yes	H3N2	12/07/2017	Human	USA	Kentucky	North America	17-18	2018-01-08	 Original	-N/A-	CY264216	CY264217	CY264218	CY264219	CY264220	CY264221	CY264222	CY264223	9	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	01/08/2018	2069518	Negative	-N/A-	-N/A-	-N/A-	
A/Kentucky/31/2017	Yes	H3N2	12/07/2017	Human	USA	Kentucky	North America	17-18	2018-02-26	S1 (2017-12-20)	-N/A-	MG974476,CY264232	MG974474,CY264233	MG974472,CY264234	MG974477,CY264235	MG974478,CY264236	MG974471,CY264237	MG974473,CY264238	MG974475,CY264239	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Kentucky/32/2017	Yes	H3N2	12/08/2017	Human	USA	Kentucky	North America	17-18	2018-01-08	 Original	-N/A-	CY264224	CY264225	CY264226	CY264227	CY264228	CY264229	CY264230	CY264231	4	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	01/08/2018	2069520	Negative	-N/A-	-N/A-	-N/A-	
A/Kentucky/33/2017	Yes	H1N1	12/11/2017	Human	USA	Kentucky	North America	17-18	2018-02-27	Original	-N/A-	MG978645	MG978646	MG978647	MG978648	MG978649	MG978650	MG978651	MG978652	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	02/27/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Kentucky/34/2017	Yes	H3N2	12/12/2017	Human	USA	Kentucky	North America	17-18	2018-02-26	Original	-N/A-	MG974479	MG974480	MG974481	MG974482	MG974483	MG974484	MG974485	MG974486	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	02/26/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Kentucky/35/2017	Yes	H3N2	12/21/2017	Human	USA	Kentucky	North America	17-18	2018-02-26	Original	-N/A-	MG974487	MG974488	MG974489	MG974490	MG974491	MG974492	MG974493	MG974494	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	02/26/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Kentucky/36/2017	Yes	H1N1	12/24/2017	Human	USA	Kentucky	North America	17-18	2018-02-27	Original	-N/A-	MG978653	MG978654	MG978655	MG978656	MG978657	MG978658	MG978659	MG978660	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	02/27/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Kentucky/37/2017	Yes	H1N1	12/31/2017	Human	USA	Kentucky	North America	17-18	2018-03-24	Original	-N/A-	MH083618	MH083619	MH083620	MH083621	MH083622	MH083623	MH083624	MH083625	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	03/24/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Kentucky/6474/2017	No	H3N2	12/19/2017	Human	USA	Kentucky	North America	17-18	2018-05-10	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH294840	-N/A-	-N/A-	-N/A-	-N/A-	19	F	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	05/10/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/Kentucky/6635/2018	No	H3N2	01/10/2018	Human	USA	Kentucky	North America	17-18	2018-08-26	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH778983	-N/A-	-N/A-	-N/A-	-N/A-	6	F	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	08/26/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/Kentucky/6797/2018	No	H1N1	01/11/2018	Human	USA	Kentucky	North America	17-18	2018-09-15	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH885211	-N/A-	-N/A-	-N/A-	-N/A-	8	M	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/15/2018	11320	Probable Negative	npdm	1A.3.3.2	-N/A-	
A/Kentucky/6798/2018	No	H3N2	01/18/2018	Human	USA	Kentucky	North America	17-18	2018-09-15	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH885212	-N/A-	-N/A-	-N/A-	-N/A-	2	M	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/15/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/01/2018	Yes	H3N2	01/03/2018	Human	USA	Louisiana	North America	17-18	2018-04-01	Original	-N/A-	MH126836,MH307009	MH126835,MH307007	MH126834,MH307005	MH126833,MH307010	MH126832,MH307011	MH126831,MH307004	MH126830,MH307006	MH126829,MH307008	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/02/2018	Yes	H3N2	01/08/2018	Human	USA	Louisiana	North America	17-18	2018-04-01	Original	-N/A-	MH126844	MH126843	MH126842	MH126841	MH126840	MH126839	MH126838	MH126837	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	04/01/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/03/2018	Yes	H1N1	01/10/2018	Human	USA	Louisiana	North America	17-18	2018-04-01	Original	-N/A-	MH125957	MH125956	MH125955	MH125954	MH125953	MH125952	MH125951	MH125950	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	04/01/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Louisiana/04/2018	Yes	H3N2	01/02/2018	Human	USA	Louisiana	North America	17-18	2018-07-12	Original	-N/A-	MH586033,MH792641	MH586034,MH792639	MH586035,MH792637	MH586036,MH792642	MH586037,MH792643	MH586038,MH792636	MH586039,MH792638	MH586040,MH792640	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/05/2018	Yes	H3N2	01/03/2018	Human	USA	Louisiana	North America	17-18	2018-07-12	Original	-N/A-	MH586041,MH792649	MH586042,MH792647	MH586043,MH792645	MH586044,MH792650	MH586045,MH792651	MH586046,MH792644	MH586047,MH792646	MH586048,MH792648	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Zanamivir,Oseltamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/07/2018	Yes	H3N2	01/03/2018	Human	USA	Louisiana	North America	17-18	2018-07-12	Original	-N/A-	MH586049	MH586050	MH586051	MH586052	MH586053	MH586054	MH586055	MH586056	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/12/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/08/2018	Yes	H1N1	01/14/2018	Human	USA	Louisiana	North America	17-18	2018-04-15	Original	-N/A-	MH183658	MH183659	MH183660	MH183661	MH183662	MH183663	MH183664	MH183665	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	04/15/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Louisiana/09/2018	Yes	H1N1	01/18/2018	Human	USA	Louisiana	North America	17-18	2018-05-22	Original	-N/A-	MH359979	MH359980	MH359981	MH359982	MH359983	MH359984	MH359985	MH359986	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	05/22/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Louisiana/10/2018	No	H1N1	01/29/2018	Human	USA	Louisiana	North America	17-18	2018-05-22	Original	-N/A-	MH359759	-N/A-	MH359760	MH359761	MH359762	MH359763	MH359764	MH359765	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	05/22/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Louisiana/11/2018	Yes	H1N1	01/30/2018	Human	USA	Louisiana	North America	17-18	2018-05-22	Original	-N/A-	MH359987	MH359988	MH359989	MH359990	MH359991	MH359992	MH359993	MH359994	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	05/22/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Louisiana/12/2018	Yes	H1N1	02/03/2018	Human	USA	Louisiana	North America	17-18	2018-05-22	Original	-N/A-	MH359995	MH359996	MH359997	MH359998	MH359999	MH360000	MH360001	MH360002	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	05/22/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Louisiana/13/2018	Yes	H3N2	02/06/2018	Human	USA	Louisiana	North America	17-18	2018-07-02	S1 (2018-04-02)	-N/A-	MH540831,MH358675	MH540829,MH358676	MH540827,MH358677	MH540832,MH358678	MH540833,MH358679	MH540826,MH358680	MH540828,MH358681	MH540830,MH358682	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/14/2018	Yes	H3N2	02/08/2018	Human	USA	Louisiana	North America	17-18	2018-05-22	Original	-N/A-	MH358683	MH358684	MH358685	MH358686	MH358687	MH358688	MH358689	MH358690	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	05/22/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/15/2018	Yes	H3N2	02/15/2018	Human	USA	Louisiana	North America	17-18	2018-05-22	Original	-N/A-	MH358691	MH358692	MH358693	MH358694	MH358695	MH358696	MH358697	MH358698	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	05/22/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/16/2018	Yes	H3N2	02/15/2018	Human	USA	Louisiana	North America	17-18	2018-05-22	Original	-N/A-	MH358699	MH358700	MH358701	MH358702	MH358703	MH358704	MH358705	MH358706	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	05/22/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/17/2018	Yes	H3N2	05/27/2018	Human	USA	Louisiana	North America	17-18	2018-07-16	Original	-N/A-	MH600798	MH600799	MH600800	MH600801	MH600802	MH600803	MH600804	MH600805	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/16/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/53/2017	Yes	H3N2	10/04/2017	Human	USA	Louisiana	North America	17-18	2017-11-20	 S2 (2017-10-23)	-N/A-	CY255746,CY250104	CY255747,CY250105	CY255748,CY250106	CY255749,CY250107	CY255750,CY250108	CY255751,CY250109	CY255752,CY250110	CY255753,CY250111	54	M	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	2051166	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/54/2017	Yes	H3N2	10/09/2017	Human	USA	Louisiana	North America	17-18	2017-11-20	 S2 (2017-10-23)	-N/A-	CY255754,CY250112	CY255755,CY250113	CY255756,CY250114	CY255757,CY250115	CY255758,CY250116	CY255759,CY250117	CY255760,CY250118	CY255761,CY250119	70	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	2051167	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/55/2017	Yes	H3N2	10/18/2017	Human	USA	Louisiana	North America	17-18	2017-12-11	 S2 (2017-11-06)	-N/A-	CY259887,CY250640	CY259888,CY250641	CY259889,CY250642	CY259890,CY250643	CY259891,CY250644	CY259892,CY250645	CY259893,CY250646	CY259894,CY250647	63	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	2053256	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/56/2017	Yes	H3N2	10/19/2017	Human	USA	Louisiana	North America	17-18	2017-11-13	 Original	-N/A-	CY250632,CY257938	CY250633,CY257939	CY250634,CY257940	CY250635,CY257941	CY250636,CY257942	CY250637,CY257943	CY250638,CY257944	CY250639,CY257945	80	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	2053257	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/57/2017	Yes	H3N2	10/28/2017	Human	USA	Louisiana	North America	17-18	2017-12-05	 Original	-N/A-	CY258305	CY258306	CY258307	CY258308	CY258309	CY258310	CY258311	CY258312	11	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	12/05/2017	2058004	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/58/2017	Yes	H3N2	10/28/2017	Human	USA	Louisiana	North America	17-18	2017-12-05	 Original	-N/A-	CY258313	CY258314	CY258315	CY258316	CY258317	CY258318	CY258319	CY258320	22	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	12/05/2017	2058005	Negative	-N/A-	-N/A-	-N/A-	
A/Louisiana/59/2017	Yes	H1N1	10/28/2017	Human	USA	Louisiana	North America	17-18	2017-12-05	 Original	-N/A-	CY258649,CY261802	CY258650,CY261803	CY258651,CY261804	CY258652,CY261805	CY258653,CY261806	CY258654,CY261807	CY258655,CY261808	CY258656,CY261809	2	M	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	2058006	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Louisiana/60/2017	Yes	H1N1	10/29/2017	Human	USA	Louisiana	North America	17-18	2017-12-05	 Original	-N/A-	CY258641,CY261794	CY258642,CY261795	CY258643,CY261796	CY258644,CY261797	CY258645,CY261798	CY258646,CY261799	CY258647,CY261800	CY258648,CY261801	14	F	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	2058007	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Louisiana/61/2017	Yes	H3N2	11/08/2017	Human	USA	Louisiana	North America	17-18	2017-12-22	 Original	-N/A-	CY261524	CY261525	CY261526	CY261527	CY261528	CY261529	CY261530	CY261531	15	M	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	12/22/2017	2066218	Negative	-N/A-	-N/A-	-N/A-	
